A1,A2,A3,A4,A5,A6,A7,A8,C
10,29,11.6,81.2,B,72.6,A,94.6,B
5,33,46.2,158.4,B,114.2,A,138.2,B
17,44,20.7058823529412,194.117647058824,A,95.7058823529412,A,134.705882352941,C
2,42,105,294,B,187,A,207,B
12,26,8.66666666666667,104,A,73.6666666666667,A,112.666666666667,C
19,23,8.47368421052632,94.4210526315789,A,65.4736842105263,A,95.4736842105263,C
14,45,12.8571428571429,115.714285714286,B,93.8571428571429,A,119.857142857143,B
14,45,22.5,202.5,A,103.5,A,139.5,C
14,46,16.4285714285714,249.714285714286,C,89.4285714285714,B,141.428571428571,D
14,41,23.4285714285714,64.4285714285714,A,90.4285714285714,A,100.428571428571,A
15,37,17.2666666666667,217.066666666667,C,86.2666666666667,B,126.266666666667,D
11,26,9.45454545454546,35.4545454545455,A,74.4545454545455,A,85.4545454545455,A
11,50,22.7272727272727,72.7272727272727,A,98.7272727272727,A,109.727272727273,A
19,33,6.94736842105263,39.9473684210526,A,71.9473684210526,A,83.9473684210526,A
17,29,6.82352941176471,143.294117647059,C,62.8235294117647,B,114.823529411765,D
4,40,80,480,C,155,B,207,D
19,34,12.5263157894737,46.5263157894737,A,80.5263157894737,A,91.5263157894737,A
1,41,164,410,B,242,A,262,B
19,43,13.5789473684211,113.157894736842,B,93.5789473684211,A,115.578947368421,B
7,48,41.1428571428571,267.428571428571,A,126.142857142857,A,165.142857142857,C
11,31,14.0909090909091,90.1818181818182,B,82.0909090909091,A,108.090909090909,B
19,32,10.1052631578947,42.1052631578947,A,65.1052631578947,A,78.1052631578947,A
3,48,128,704,C,213,B,265,D
4,47,70.5,117.5,A,150.5,A,160.5,A
4,23,34.5,172.5,A,88.5,A,127.5,C
5,47,75.2,488.8,C,151.2,B,199.2,D
4,24,24,144,A,74,A,110,C
19,23,8.47368421052632,125.894736842105,C,62.4736842105263,B,110.473684210526,D
20,28,9.8,151.2,C,73.8,B,121.8,D
1,44,220,1056,C,292,B,332,D
14,34,17,102,B,88,A,114,B
6,34,28.3333333333333,124.666666666667,B,102.333333333333,A,128.333333333333,B
6,31,20.6666666666667,206.666666666667,C,82.6666666666667,B,122.666666666667,D
14,36,15.4285714285714,51.4285714285714,A,73.4285714285714,A,84.4285714285714,A
20,44,17.6,184.8,A,91.6,A,130.6,C
5,37,51.8,266.4,A,114.8,A,150.8,C
1,30,120,150,A,190,A,202,A
12,39,13,104,B,91,A,113,B
5,21,33.6,54.6,A,83.6,A,96.6,A
11,34,15.4545454545455,98.9090909090909,B,71.4545454545455,A,91.4545454545455,B
13,47,25.3076923076923,289.230769230769,C,94.3076923076923,B,138.307692307692,D
10,21,14.7,71.4,B,59.7,A,81.7,B
18,47,20.8888888888889,203.666666666667,A,94.8888888888889,A,133.888888888889,C
3,27,36,252,C,88,B,136,D
17,39,13.7647058823529,105.529411764706,B,74.7647058823529,A,94.7647058823529,B
6,33,27.5,181.5,A,90.5,A,123.5,C
10,48,24,216,A,109,A,139,C
19,47,9.89473684210526,113.789473684211,B,81.8947368421053,A,101.894736842105,B
1,40,160,600,A,239,A,272,C
16,44,11,110,B,82,A,102,B
7,35,30,65,A,93,A,106,A
20,50,10,60,A,87,A,99,A
15,23,6.13333333333333,87.4,A,56.1333333333333,A,95.1333333333333,C
14,39,22.2857142857143,183.857142857143,A,87.2857142857143,A,120.285714285714,C
3,23,46,207,A,102,A,135,C
3,47,125.333333333333,172.333333333333,A,203.333333333333,A,215.333333333333,A
20,20,8,84,A,57,A,87,C
9,38,29.5555555555556,270.222222222222,C,91.5555555555556,B,143.555555555556,D
15,32,12.8,89.6,B,68.8,A,94.8,B
12,42,17.5,119,B,89.5,A,113.5,B
6,34,28.3333333333333,62.3333333333333,A,96.3333333333333,A,109.333333333333,A
9,48,42.6666666666667,362.666666666667,C,111.666666666667,B,151.666666666667,D
19,27,5.68421052631579,98.0526315789474,A,70.6842105263158,A,100.684210526316,C
2,22,66,88,A,128,A,139,A
11,42,15.2727272727273,229.090909090909,C,90.2727272727273,B,130.272727272727,D
19,32,13.4736842105263,45.4736842105263,A,84.4736842105263,A,97.4736842105263,A
17,50,11.7647058823529,61.7647058823529,A,98.7647058823529,A,111.764705882353,A
15,50,23.3333333333333,293.333333333333,C,106.333333333333,B,154.333333333333,D
19,29,9.15789473684211,76.3157894736842,B,58.1578947368421,A,84.1578947368421,B
16,24,9,132,C,58,B,106,D
8,36,18,162,A,84,A,123,C
6,24,16,80,B,63,A,83,B
6,44,51.3333333333333,95.3333333333333,A,121.333333333333,A,133.333333333333,A
3,32,42.6666666666667,74.6666666666667,A,108.666666666667,A,121.666666666667,A
9,30,23.3333333333333,106.666666666667,B,89.3333333333333,A,109.333333333333,B
15,28,11.2,156.8,C,70.2,B,118.2,D
8,43,43,172,B,122,A,142,B
15,31,8.26666666666667,78.5333333333333,B,67.2666666666667,A,91.2666666666667,B
13,26,14,120,A,72,A,111,C
4,44,66,110,A,139,A,149,A
18,31,12.0555555555556,129.166666666667,A,67.0555555555556,A,97.0555555555556,C
6,32,21.3333333333333,106.666666666667,B,90.3333333333333,A,116.333333333333,B
13,30,11.5384615384615,83.0769230769231,B,70.5384615384615,A,92.5384615384615,B
11,26,16.5454545454545,127.636363636364,A,77.5454545454545,A,116.545454545455,C
12,41,27.3333333333333,273.333333333333,C,98.3333333333333,B,142.333333333333,D
20,21,8.4,29.4,A,51.4,A,62.4,A
20,24,4.8,115.2,C,64.8,B,104.8,D
11,38,24.1818181818182,62.1818181818182,A,88.1818181818182,A,99.1818181818182,A
19,35,14.7368421052632,49.7368421052632,A,76.7368421052632,A,89.7368421052632,A
8,30,18.75,195,C,85.75,B,125.75,D
18,44,9.77777777777778,53.7777777777778,A,91.7777777777778,A,101.777777777778,A
2,21,73.5,283.5,A,115.5,A,154.5,C
1,37,222,259,A,280,A,291,A
17,36,12.7058823529412,146.117647058824,A,74.7058823529412,A,107.705882352941,C
15,20,10.6666666666667,30.6666666666667,A,61.6666666666667,A,74.6666666666667,A
13,41,15.7692307692308,227.076923076923,C,84.7692307692308,B,132.769230769231,D
6,45,30,225,A,95,A,131,C
19,29,6.10526315789474,140.421052631579,C,59.1052631578947,B,107.105263157895,D
20,34,13.6,142.8,A,83.6,A,119.6,C
5,27,43.2,140.4,B,97.2,A,117.2,B
5,30,42,216,A,109,A,145,C
7,45,25.7142857142857,141.428571428571,B,104.714285714286,A,128.714285714286,B
4,39,58.5,390,C,136.5,B,176.5,D
2,31,124,465,A,191,A,227,C
12,20,10,120,C,50,B,90,D
10,31,15.5,186,C,78.5,B,126.5,D
20,29,10.15,39.15,A,61.15,A,74.15,A
7,32,36.5714285714286,137.142857142857,B,89.5714285714286,A,111.571428571429,B
5,37,29.6,133.2,B,102.6,A,124.6,B
9,34,18.8888888888889,158.666666666667,A,91.8888888888889,A,121.888888888889,C
15,21,8.4,58.8,B,69.4,A,91.4,B
14,34,14.5714285714286,48.5714285714286,A,83.5714285714286,A,94.5714285714286,A
18,27,6,33,A,64,A,77,A
9,43,28.6666666666667,71.6666666666667,A,108.666666666667,A,120.666666666667,A
3,28,74.6666666666667,205.333333333333,B,139.666666666667,A,163.666666666667,B
5,45,54,396,C,135,B,179,D
14,21,7.5,85.5,A,62.5,A,101.5,C
13,40,12.3076923076923,209.230769230769,C,72.3076923076923,B,124.307692307692,D
18,24,8,32,A,65,A,75,A
13,32,19.6923076923077,103.384615384615,B,83.6923076923077,A,107.692307692308,B
3,49,130.666666666667,539,A,207.666666666667,A,237.666666666667,C
10,47,23.5,141,B,104.5,A,130.5,B
13,46,14.1538461538462,240.615384615385,C,94.1538461538462,B,134.153846153846,D
2,43,150.5,774,C,226.5,B,278.5,D
3,31,82.6666666666667,113.666666666667,A,141.666666666667,A,151.666666666667,A
8,41,35.875,230.625,A,103.875,A,133.875,C
9,35,15.5555555555556,151.666666666667,A,73.5555555555556,A,103.555555555556,C
8,39,29.25,136.5,B,100.25,A,122.25,B
18,43,11.9444444444444,164.833333333333,A,86.9444444444444,A,122.944444444444,C
10,32,19.2,51.2,A,78.2,A,88.2,A
8,49,24.5,147,B,108.5,A,128.5,B
6,36,36,288,C,92,B,140,D
15,20,9.33333333333333,117.333333333333,C,61.3333333333333,B,101.333333333333,D
1,49,294,1372,C,366,B,414,D
6,29,24.1666666666667,53.1666666666667,A,83.1666666666667,A,96.1666666666667,A
8,25,12.5,75,B,73.5,A,99.5,B
11,49,17.8181818181818,200.454545454545,A,106.818181818182,A,139.818181818182,C
14,31,13.2857142857143,88.5714285714286,B,79.2857142857143,A,101.285714285714,B
10,46,32.2,234.6,A,103.2,A,133.2,C
9,43,33.4444444444444,305.777777777778,C,107.444444444444,B,147.444444444444,D
6,32,32,64,A,104,A,116,A
10,22,15.4,112.2,A,64.4,A,100.4,C
10,31,15.5,139.5,A,86.5,A,122.5,C
17,33,7.76470588235294,122.294117647059,A,60.7647058823529,A,93.7647058823529,C
19,31,11.4210526315789,42.4210526315789,A,71.4210526315789,A,83.4210526315789,A
15,28,14.9333333333333,128.8,A,62.9333333333333,A,101.933333333333,C
2,39,117,156,A,195,A,208,A
5,32,32,256,C,102,B,146,D
20,29,8.7,75.4,B,70.7,A,94.7,B
14,38,16.2857142857143,217.142857142857,C,93.2857142857143,B,133.285714285714,D
16,21,10.5,63,B,61.5,A,87.5,B
15,45,21,66,A,92,A,105,A
6,46,30.6666666666667,76.6666666666667,A,115.666666666667,A,125.666666666667,A
7,45,38.5714285714286,250.714285714286,A,111.571428571429,A,147.571428571429,C
12,45,22.5,270,C,90.5,B,138.5,D
16,41,20.5,61.5,A,93.5,A,103.5,A
14,48,13.7142857142857,123.428571428571,B,89.7142857142857,A,115.714285714286,B
14,27,11.5714285714286,77.1428571428571,B,68.5714285714286,A,92.5714285714286,B
12,42,17.5,119,B,90.5,A,112.5,B
14,41,17.5714285714286,117.142857142857,B,82.5714285714286,A,102.571428571429,B
14,34,12.1428571428571,184.571428571429,C,76.1428571428571,B,124.142857142857,D
13,43,19.8461538461538,251.384615384615,C,97.8461538461538,B,141.846153846154,D
15,29,15.4666666666667,133.4,A,69.4666666666667,A,99.4666666666667,C
10,22,11,66,B,73,A,95,B
3,32,74.6666666666667,213.333333333333,B,129.666666666667,A,153.666666666667,B
7,49,42,364,C,115,B,163,D
20,50,12.5,62.5,A,92.5,A,102.5,A
2,20,70,180,B,118,A,144,B
8,23,17.25,40.25,A,64.25,A,75.25,A
6,41,34.1666666666667,225.5,A,109.166666666667,A,142.166666666667,C
3,35,70,420,C,137,B,185,D
19,45,18.9473684210526,255.789473684211,C,87.9473684210526,B,127.947368421053,D
12,38,19,228,C,93,B,133,D
5,35,35,210,A,105,A,135,C
9,46,30.6666666666667,306.666666666667,C,101.666666666667,B,149.666666666667,D
12,29,19.3333333333333,96.6666666666667,B,75.3333333333333,A,99.3333333333333,B
1,25,125,450,A,170,A,200,C
11,49,22.2727272727273,142.545454545455,B,92.2727272727273,A,114.272727272727,B
5,36,57.6,93.6,A,121.6,A,133.6,A
2,42,168,630,A,233,A,269,C
2,30,60,180,B,130,A,156,B
13,38,14.6153846153846,157.846153846154,A,90.6153846153846,A,123.615384615385,C
17,27,7.94117647058823,69.8823529411765,B,61.9411764705882,A,85.9411764705882,B
17,49,23.0588235294118,288.235294117647,C,105.058823529412,B,153.058823529412,D
11,29,15.8181818181818,44.8181818181818,A,79.8181818181818,A,91.8181818181818,A
15,25,11.6666666666667,36.6666666666667,A,76.6666666666667,A,89.6666666666667,A
19,21,5.52631578947368,26.5263157894737,A,57.5263157894737,A,68.5263157894737,A
19,35,14.7368421052632,149.210526315789,A,81.7368421052632,A,111.736842105263,C
13,27,8.30769230769231,35.3076923076923,A,55.3076923076923,A,65.3076923076923,A
10,28,19.6,47.6,A,73.6,A,83.6,A
14,36,15.4285714285714,51.4285714285714,A,83.4285714285714,A,96.4285714285714,A
8,27,13.5,81,B,63.5,A,83.5,B
8,28,24.5,52.5,A,79.5,A,92.5,A
10,29,23.2,208.8,C,72.2,B,116.2,D
11,20,10.9090909090909,92.7272727272727,A,55.9090909090909,A,88.9090909090909,C
19,33,12.1578947368421,180.631578947368,C,68.1578947368421,B,112.157894736842,D
2,33,132,165,A,204,A,216,A
9,31,20.6666666666667,103.333333333333,B,79.6666666666667,A,101.666666666667,B
15,31,16.5333333333333,47.5333333333333,A,76.5333333333333,A,86.5333333333333,A
3,39,104,286,B,165,A,191,B
7,22,12.5714285714286,69.1428571428571,B,71.5714285714286,A,95.5714285714286,B
6,33,33,264,C,105,B,153,D
14,39,22.2857142857143,183.857142857143,A,90.2857142857143,A,123.285714285714,C
4,20,25,90,B,78,A,104,B
18,26,11.5555555555556,75.1111111111111,B,70.5555555555556,A,92.5555555555556,B
7,49,28,231,A,99,A,135,C
6,32,37.3333333333333,277.333333333333,C,96.3333333333333,B,148.333333333333,D
10,21,10.5,63,B,67.5,A,89.5,B
6,50,33.3333333333333,166.666666666667,B,121.333333333333,A,147.333333333333,B
1,22,154,352,B,200,A,226,B
14,28,12,80,B,80,A,100,B
18,29,8.05555555555556,37.0555555555556,A,63.0555555555556,A,73.0555555555556,A
17,20,5.88235294117647,25.8823529411765,A,64.8823529411765,A,77.8823529411765,A
15,50,23.3333333333333,293.333333333333,C,105.333333333333,B,153.333333333333,D
15,39,10.4,197.6,C,89.4,B,129.4,D
7,49,42,273,A,123,A,162,C
8,33,16.5,99,B,72.5,A,94.5,B
2,47,141,188,A,222,A,235,A
17,42,14.8235294117647,56.8235294117647,A,84.8235294117647,A,97.8235294117647,A
5,39,31.2,210.6,A,108.2,A,141.2,C
14,45,16.0714285714286,183.214285714286,A,83.0714285714286,A,119.071428571429,C
3,34,45.3333333333333,158.666666666667,B,114.333333333333,A,140.333333333333,B
18,23,10.2222222222222,66.4444444444444,B,67.2222222222222,A,87.2222222222222,B
6,29,38.6666666666667,270.666666666667,C,94.6666666666667,B,146.666666666667,D
5,25,40,130,B,85,A,109,B
9,49,43.5555555555556,185.111111111111,B,119.555555555556,A,139.555555555556,B
15,35,11.6666666666667,93.3333333333333,B,86.6666666666667,A,112.666666666667,B
7,38,21.7142857142857,59.7142857142857,A,91.7142857142857,A,102.714285714286,A
20,33,6.6,158.4,C,73.6,B,113.6,D
17,22,10.3529411764706,64.7058823529412,B,55.3529411764706,A,81.3529411764706,B
18,46,17.8888888888889,127.777777777778,B,101.888888888889,A,123.888888888889,B
14,36,15.4285714285714,102.857142857143,B,87.4285714285714,A,113.428571428571,B
1,20,140,640,C,181,B,229,D
9,38,21.1111111111111,236.444444444444,C,82.1111111111111,B,134.111111111111,D
11,41,29.8181818181818,283.272727272727,C,97.8181818181818,B,141.818181818182,D
7,32,22.8571428571429,164.571428571429,A,76.8571428571429,A,115.857142857143,C
7,27,30.8571428571429,57.8571428571429,A,92.8571428571429,A,104.857142857143,A
16,47,23.5,141,B,108.5,A,128.5,B
18,27,10.5,75,B,76.5,A,100.5,B
7,48,34.2857142857143,82.2857142857143,A,113.285714285714,A,125.285714285714,A
17,39,16.0588235294118,110.117647058824,B,85.0588235294118,A,107.058823529412,B
17,47,22.1176470588235,276.470588235294,C,91.1176470588235,B,131.117647058824,D
1,43,344,387,A,419,A,432,A
17,32,15.0588235294118,47.0588235294118,A,83.0588235294118,A,96.0588235294118,A
8,27,13.5,121.5,A,74.5,A,107.5,C
5,37,59.2,192.4,B,121.2,A,141.2,B
3,24,32,224,C,86,B,126,D
20,49,14.7,191.1,A,85.7,A,115.7,C
3,46,107.333333333333,306.666666666667,B,183.333333333333,A,205.333333333333,B
2,35,140,350,B,210,A,236,B
19,24,5.05263157894737,58.1052631578947,B,59.0526315789474,A,83.0526315789474,B
12,20,10,60,B,52,A,76,B
7,36,41.1428571428571,308.571428571429,C,102.142857142857,B,154.142857142857,D
1,41,287,984,A,350,A,380,C
17,26,9.17647058823529,140.705882352941,C,63.1764705882353,B,111.176470588235,D
15,41,19.1333333333333,180.4,A,90.1333333333333,A,129.133333333333,C
16,34,8.5,170,C,69.5,B,121.5,D
2,25,87.5,337.5,A,132.5,A,162.5,C
11,40,18.1818181818182,116.363636363636,B,97.1818181818182,A,117.181818181818,B
10,30,21,204,C,74,B,114,D
19,28,8.84210526315789,73.6842105263158,B,60.8421052631579,A,80.8421052631579,B
7,35,20,110,B,77,A,97,B
9,29,25.7777777777778,164.333333333333,A,83.7777777777778,A,122.777777777778,C
4,49,98,588,C,185,B,225,D
17,22,5.17647058823529,54.3529411764706,B,47.1764705882353,A,69.1764705882353,B
7,28,20,192,C,88,B,140,D
1,48,288,336,A,368,A,379,A
15,26,10.4,72.8,B,66.4,A,88.4,B
6,20,20,160,C,72,B,124,D
16,37,13.875,152.625,A,70.875,A,100.875,C
4,33,41.25,148.5,B,96.25,A,118.25,B
7,26,22.2857142857143,144.857142857143,A,75.2857142857143,A,108.285714285714,C
10,39,23.4,124.8,B,98.4,A,120.4,B
20,34,8.5,127.5,A,65.5,A,101.5,C
20,46,11.5,172.5,A,95.5,A,131.5,C
11,43,23.4545454545455,132.909090909091,B,102.454545454545,A,128.454545454545,B
3,46,107.333333333333,613.333333333333,C,193.333333333333,B,245.333333333333,D
1,22,110,264,B,155,A,179,B
4,48,96,288,B,167,A,187,B
3,41,68.3333333333333,437.333333333333,C,142.333333333333,B,186.333333333333,D
6,31,41.3333333333333,289.333333333333,C,110.333333333333,B,154.333333333333,D
9,43,23.8888888888889,200.666666666667,A,99.8888888888889,A,135.888888888889,C
20,35,7,168,C,64,B,104,D
9,44,29.3333333333333,146.666666666667,B,107.333333333333,A,127.333333333333,B
8,24,24,144,A,72,A,102,C
6,36,36,288,C,109,B,149,D
1,49,294,686,B,375,A,401,B
5,43,34.4,232.2,A,97.4,A,136.4,C
11,44,28,288,C,100,B,152,D
1,36,144,540,A,201,A,231,C
10,21,12.6,67.2,B,54.6,A,76.6,B
20,41,8.2,196.8,C,72.2,B,116.2,D
17,24,11.2941176470588,105.882352941176,A,72.2941176470588,A,105.294117647059,C
6,35,35,140,B,92,A,116,B
11,26,18.9090909090909,89.8181818181818,B,65.9090909090909,A,89.9090909090909,B
18,27,7.5,138,C,56.5,B,100.5,D
14,37,10.5714285714286,95.1428571428571,B,69.5714285714286,A,91.5714285714286,B
12,49,20.4166666666667,138.833333333333,B,98.4166666666667,A,120.416666666667,B
5,42,67.2,327.6,A,142.2,A,172.2,C
1,20,80,300,A,128,A,161,C
11,49,26.7272727272727,302.909090909091,C,95.7272727272727,B,139.727272727273,D
7,34,34,272,C,91,B,131,D
3,24,64,176,B,119,A,141,B
14,22,12.5714285714286,138.285714285714,C,58.5714285714286,B,106.571428571429,D
19,24,8.84210526315789,98.5263157894737,A,52.8421052631579,A,82.8421052631579,C
2,22,44,66,A,94,A,105,A
7,38,27.1428571428571,65.1428571428571,A,102.142857142857,A,115.142857142857,A
17,40,9.41176470588235,148.235294117647,A,88.4117647058823,A,118.411764705882,C
16,28,8.75,36.75,A,75.75,A,86.75,A
11,22,10,96,A,52,A,91,C
5,47,56.4,206.8,B,128.4,A,152.4,B
12,38,25.3333333333333,190,A,99.3333333333333,A,135.333333333333,C
13,47,21.6923076923077,206.076923076923,A,88.6923076923077,A,118.692307692308,C
3,36,60,384,C,118,B,162,D
15,42,16.8,58.8,A,98.8,A,111.8,A
2,48,120,672,C,190,B,238,D
17,40,16.4705882352941,56.4705882352941,A,76.4705882352941,A,86.4705882352941,A
3,49,81.6666666666667,392,A,155.666666666667,A,191.666666666667,C
13,42,22.6153846153846,129.230769230769,B,95.6153846153846,A,115.615384615385,B
5,43,43,344,C,121,B,173,D
5,28,28,168,A,76,A,115,C
8,44,33,231,A,102,A,132,C
3,33,55,264,A,124,A,160,C
10,36,14.4,50.4,A,85.4,A,96.4,A
13,32,9.84615384615385,167.384615384615,C,65.8461538461538,B,105.846153846154,D
10,27,18.9,91.8,B,65.9,A,85.9,B
7,44,37.7142857142857,163.428571428571,B,103.714285714286,A,123.714285714286,B
1,36,288,648,B,344,A,370,B
18,28,6.22222222222222,136.888888888889,C,59.2222222222222,B,111.222222222222,D
9,43,28.6666666666667,71.6666666666667,A,103.666666666667,A,113.666666666667,A
12,48,28,304,C,100,B,152,D
10,43,25.8,275.2,C,103.8,B,143.8,D
9,27,24,102,B,75,A,97,B
17,37,13.0588235294118,150.176470588235,A,83.0588235294118,A,116.058823529412,C
8,47,35.25,82.25,A,102.25,A,112.25,A
1,20,160,360,B,215,A,241,B
3,45,75,360,A,144,A,177,C
5,41,41,82,A,120,A,132,A
1,39,234,819,A,310,A,346,C
4,24,30,54,A,76,A,86,A
6,24,20,132,A,76,A,112,C
2,23,69,92,A,130,A,142,A
15,50,13.3333333333333,63.3333333333333,A,84.3333333333333,A,96.3333333333333,A
18,39,10.8333333333333,49.8333333333333,A,84.8333333333333,A,97.8333333333333,A
1,47,235,564,B,308,A,332,B
5,23,18.4,124.2,A,67.4,A,103.4,C
13,45,27.6923076923077,145.384615384615,B,107.692307692308,A,127.692307692308,B
12,32,21.3333333333333,53.3333333333333,A,87.3333333333333,A,100.333333333333,A
5,40,56,96,A,119,A,132,A
17,37,15.2352941176471,208.941176470588,C,73.2352941176471,B,121.235294117647,D
1,33,165,198,A,233,A,245,A
17,40,11.7647058823529,155.294117647059,A,90.764705882353,A,126.764705882353,C
15,43,22.9333333333333,65.9333333333333,A,88.9333333333333,A,99.9333333333333,A
18,40,13.3333333333333,53.3333333333333,A,89.3333333333333,A,101.333333333333,A
20,30,6,36,A,61,A,74,A
12,29,19.3333333333333,145,A,75.3333333333333,A,105.333333333333,C
5,26,26,208,C,74,B,114,D
3,50,133.333333333333,733.333333333333,C,221.333333333333,B,261.333333333333,D
16,48,12,120,B,80,A,102,B
12,29,14.5,87,B,78.5,A,104.5,B
18,22,6.11111111111111,112.444444444444,C,61.1111111111111,B,105.111111111111,D
15,46,15.3333333333333,61.3333333333333,A,94.3333333333333,A,104.333333333333,A
14,44,22,198,A,105,A,144,C
9,23,20.4444444444444,43.4444444444444,A,79.4444444444444,A,92.4444444444444,A
11,35,22.2727272727273,114.545454545455,B,88.2727272727273,A,108.272727272727,B
17,45,15.8823529411765,182.647058823529,A,80.8823529411765,A,113.882352941176,C
11,40,29.0909090909091,207.272727272727,A,93.0909090909091,A,123.090909090909,C
18,40,15.5555555555556,55.5555555555556,A,89.5555555555556,A,102.555555555556,A
12,50,16.6666666666667,133.333333333333,B,101.666666666667,A,127.666666666667,B
15,49,19.6,137.2,B,95.6,A,121.6,B
6,27,31.5,234,C,89.5,B,137.5,D
18,23,6.38888888888889,117.555555555556,C,55.3888888888889,B,107.388888888889,D
9,35,15.5555555555556,50.5555555555556,A,87.5555555555556,A,100.555555555556,A
15,32,10.6666666666667,85.3333333333333,B,67.6666666666667,A,91.6666666666667,B
6,37,43.1666666666667,240.5,A,100.166666666667,A,139.166666666667,C
1,35,175,840,C,240,B,280,D
5,31,31,124,B,85,A,107,B
1,21,84,210,B,134,A,154,B
9,35,23.3333333333333,116.666666666667,B,94.3333333333333,A,120.333333333333,B
7,27,19.2857142857143,185.142857142857,C,73.2857142857143,B,121.285714285714,D
4,29,43.5,72.5,A,104.5,A,114.5,A
20,35,8.75,43.75,A,76.75,A,88.75,A
8,45,39.375,84.375,A,118.375,A,129.375,A
16,37,13.875,50.875,A,85.875,A,95.875,A
18,38,8.44444444444444,139.333333333333,A,69.4444444444444,A,108.444444444444,C
15,26,8.66666666666667,69.3333333333333,B,71.6666666666667,A,97.6666666666667,B
2,40,160,800,C,222,B,270,D
15,21,11.2,128.8,C,56.2,B,96.2,D
5,24,19.2,129.6,A,69.2,A,108.2,C
10,47,18.8,65.8,A,92.8,A,102.8,A
15,26,13.8666666666667,79.7333333333333,B,65.8666666666667,A,89.8666666666667,B
6,24,24,144,A,70,A,103,C
17,44,12.9411764705882,113.882352941176,B,88.9411764705882,A,108.941176470588,B
4,29,43.5,145,B,101.5,A,121.5,B
2,39,136.5,526.5,A,211.5,A,241.5,C
20,31,9.3,120.9,A,79.3,A,109.3,C
11,33,12,90,B,77,A,103,B
4,26,39,195,A,87,A,120,C
13,45,17.3076923076923,62.3076923076923,A,95.3076923076923,A,105.307692307692,A
17,31,14.5882352941176,91.1764705882353,B,67.5882352941177,A,89.5882352941177,B
10,41,32.8,147.6,B,105.8,A,129.8,B
7,28,28,56,A,77,A,87,A
2,21,63,336,C,107,B,159,D
14,43,21.5,193.5,A,90.5,A,129.5,C
1,47,329,1128,A,415,A,451,C
18,42,11.6666666666667,214.666666666667,C,88.6666666666667,B,128.666666666667,D
12,26,17.3333333333333,173.333333333333,C,79.3333333333333,B,131.333333333333,D
15,22,7.33333333333333,58.6666666666667,B,68.3333333333333,A,90.3333333333333,B
1,31,248,558,B,308,A,330,B
20,25,8.75,67.5,B,57.75,A,79.75,B
16,32,12,132,A,76,A,112,C
6,39,45.5,253.5,A,119.5,A,155.5,C
10,31,12.4,43.4,A,82.4,A,94.4,A
15,26,13.8666666666667,119.6,A,76.8666666666667,A,115.866666666667,C
9,27,24,51,A,75,A,88,A
20,35,8.75,87.5,B,66.75,A,92.75,B
9,30,13.3333333333333,173.333333333333,C,77.3333333333333,B,125.333333333333,D
11,24,13.0909090909091,111.272727272727,A,70.0909090909091,A,109.090909090909,C
8,39,24.375,190.125,A,83.375,A,116.375,C
17,41,12.0588235294118,53.0588235294118,A,92.0588235294118,A,102.058823529412,A
8,33,24.75,173.25,A,87.75,A,120.75,C
16,25,10.9375,71.875,B,61.9375,A,83.9375,B
19,44,18.5263157894737,250.105263157895,C,82.5263157894737,B,130.526315789474,D
7,47,26.8571428571429,73.8571428571429,A,107.857142857143,A,119.857142857143,A
6,48,32,320,C,110,B,158,D
16,41,17.9375,235.75,C,83.9375,B,123.9375,D
14,38,10.8571428571429,195.428571428571,C,74.8571428571429,B,118.857142857143,D
13,38,14.6153846153846,157.846153846154,A,76.6153846153846,A,106.615384615385,C
13,30,13.8461538461538,87.6923076923077,B,63.8461538461538,A,89.8461538461538,B
18,42,14,224,C,89,B,137,D
14,46,23,207,A,98,A,134,C
4,48,84,528,C,157,B,205,D
12,46,15.3333333333333,245.333333333333,C,87.3333333333333,B,135.333333333333,D
15,34,15.8666666666667,99.7333333333333,B,81.8666666666667,A,105.866666666667,B
20,33,6.6,118.8,A,61.6,A,97.6,C
20,47,18.8,197.4,A,101.8,A,131.8,C
9,44,34.2222222222222,312.888888888889,C,106.222222222222,B,150.222222222222,D
7,44,31.4285714285714,301.714285714286,C,109.428571428571,B,153.428571428571,D
19,25,6.57894736842105,126.315789473684,C,64.5789473684211,B,104.578947368421,D
14,30,12.8571428571429,85.7142857142857,B,66.8571428571429,A,90.8571428571429,B
14,46,19.7142857142857,262.857142857143,C,99.7142857142857,B,151.714285714286,D
20,23,4.6,55.2,B,53.6,A,77.6,B
15,36,19.2,220.8,C,94.2,B,146.2,D
2,30,90,240,B,147,A,171,B
18,47,20.8888888888889,271.555555555556,C,106.888888888889,B,158.888888888889,D
7,27,15.4285714285714,84.8571428571429,B,67.4285714285714,A,89.4285714285714,B
16,49,12.25,122.5,B,98.25,A,122.25,B
19,39,14.3684210526316,106.736842105263,B,90.3684210526316,A,114.368421052632,B
13,30,9.23076923076923,156.923076923077,C,61.2307692307692,B,105.230769230769,D
19,31,13.0526315789474,44.0526315789474,A,84.0526315789474,A,95.0526315789474,A
5,50,50,400,C,135,B,183,D
18,23,8.94444444444444,31.9444444444444,A,65.9444444444444,A,77.9444444444444,A
10,50,30,160,B,111,A,135,B
6,50,41.6666666666667,183.333333333333,B,131.666666666667,A,153.666666666667,B
5,45,54,99,A,124,A,135,A
20,38,11.4,197.6,C,77.4,B,125.4,D
16,48,18,264,C,100,B,152,D
